Route,Year,Transit,Incident_Category,Delay_Count,Total_Delay_Min,active_in_2025,route_long_name,rank
1,2023,Subway,Operations,192,1026.0,True,Yonge-University Line,1
1,2023,Subway,Passenger,2475,21800.0,True,Yonge-University Line,1
1,2023,Subway,Scheduling,15,119.0,True,Yonge-University Line,1
1,2024,Subway,Cleaning,241,1196.0,True,Yonge-University Line,1
1,2024,Subway,External,108,1640.0,True,Yonge-University Line,1
1,2024,Subway,General,600,3593.0,True,Yonge-University Line,1
1,2024,Subway,Infrastructure,1199,8581.0,True,Yonge-University Line,1
1,2024,Subway,Management,9,106.0,True,Yonge-University Line,1
1,2024,Subway,Mechanical,326,2059.0,True,Yonge-University Line,1
1,2024,Subway,Operations,211,1130.0,True,Yonge-University Line,1
1,2024,Subway,Passenger,2956,23829.0,True,Yonge-University Line,1
1,2024,Subway,Scheduling,30,223.0,True,Yonge-University Line,1
1,2025,Subway,Cleaning,203,935.0,True,Yonge-University Line,1
1,2025,Subway,External,212,3889.0,True,Yonge-University Line,1
1,2025,Subway,General,394,2371.0,True,Yonge-University Line,1
1,2025,Subway,Infrastructure,1170,9471.0,True,Yonge-University Line,1
1,2025,Subway,Management,6,54.0,True,Yonge-University Line,1
1,2025,Subway,Mechanical,355,2431.0,True,Yonge-University Line,1
1,2025,Subway,Operations,179,1116.0,True,Yonge-University Line,1
1,2025,Subway,Passenger,2501,19783.0,True,Yonge-University Line,1
1,2025,Subway,Scheduling,34,179.0,True,Yonge-University Line,1
10,2014,Bus,General,3,40.0,False,Van Horne,1
10,2014,Bus,Mechanical,65,825.0,False,Van Horne,1
10,2014,Bus,Operations,8,959.0,False,Van Horne,1
10,2014,Bus,Passenger,5,75.0,False,Van Horne,1
10,2014,Bus,Scheduling,23,340.0,False,Van Horne,1
10,2015,Bus,General,4,61.0,False,Van Horne,1
10,2015,Bus,Mechanical,63,872.0,False,Van Horne,1
10,2015,Bus,Operations,11,169.0,False,Van Horne,1
10,2015,Bus,Passenger,5,56.0,False,Van Horne,1
10,2015,Bus,Scheduling,32,418.0,False,Van Horne,1
10,2016,Bus,General,3,59.0,False,Van Horne,1
10,2016,Bus,Mechanical,60,825.0,False,Van Horne,1
10,2016,Bus,Operations,7,148.0,False,Van Horne,1
10,2016,Bus,Passenger,5,60.0,False,Van Horne,1
10,2016,Bus,Scheduling,23,300.0,False,Van Horne,1
10,2017,Bus,General,1,10.0,False,Van Horne,1
10,2017,Bus,Mechanical,40,572.0,False,Van Horne,1
10,2017,Bus,Operations,7,94.0,False,Van Horne,1
10,2017,Bus,Passenger,2,25.0,False,Van Horne,1
10,2017,Bus,Scheduling,10,146.0,False,Van Horne,1
10,2018,Bus,General,3,32.0,False,Van Horne,1
10,2018,Bus,Mechanical,22,330.0,False,Van Horne,1
10,2018,Bus,Operations,4,45.0,False,Van Horne,1
10,2018,Bus,Passenger,1,10.0,False,Van Horne,1
10,2018,Bus,Scheduling,15,225.0,False,Van Horne,1
10,2019,Bus,General,17,325.0,False,Van Horne,1
10,2019,Bus,Mechanical,23,294.0,False,Van Horne,1
10,2019,Bus,Operations,11,306.0,False,Van Horne,1
10,2019,Bus,Passenger,6,80.0,False,Van Horne,1
10,2019,Bus,Scheduling,10,135.0,False,Van Horne,1
10,2020,Bus,Mechanical,13,179.0,False,Van Horne,1
10,2020,Bus,Operations,2,2.0,False,Van Horne,1
10,2020,Bus,Passenger,2,17.0,False,Van Horne,1
10,2021,Bus,Collision,3,75.0,False,Van Horne,1
10,2021,Bus,Mechanical,7,228.0,False,Van Horne,1
10,2021,Bus,Operations,1,30.0,False,Van Horne,1
10,2022,Bus,Collision,1,30.0,False,Van Horne,1
10,2022,Bus,General,3,90.0,False,Van Horne,1
10,2022,Bus,Mechanical,5,126.0,False,Van Horne,1
10,2022,Bus,Operations,6,1321.0,False,Van Horne,1
10,2023,Bus,Collision,3,58.0,False,Van Horne,1
10,2023,Bus,Mechanical,5,82.0,False,Van Horne,1
10,2023,Bus,Operations,4,138.0,False,Van Horne,1
10,2023,Bus,Passenger,1,12.0,False,Van Horne,1
10,2024,Bus,Collision,1,30.0,False,Van Horne,1
10,2024,Bus,Mechanical,5,92.0,False,Van Horne,1
10,2024,Bus,Operations,3,286.0,False,Van Horne,1
10,2025,Bus,General,15,408.0,False,Van Horne,1
100A,2014,Bus,General,96,1502.0,True,Flemingdon Park,1
100B,2014,Bus,General,96,1502.0,True,Flemingdon Park,2
100A,2014,Bus,Mechanical,488,3807.0,True,Flemingdon Park,1
100B,2014,Bus,Mechanical,488,3807.0,True,Flemingdon Park,2
