trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
37551010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297660,shp-29-02,1
42860010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2993110,shp-29-07,1
37587070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2918180,shp-29-07,1
4312020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2911110,shp-29-02,1
37012070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2923230,shp-29-07,1
31266070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2922220,shp-29-02,1
37053010,29,3,North - 29 Dufferin towards Wilson Station,"",1,298720,shp-29-02,1
31673070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2998120,shp-29-07,1
38021070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2918180,shp-29-07,1
42618020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290990,shp-29-02,1
77539070,29,2,North - 29 Dufferin towards Wilson Station,"",1,296110,shp-29-02,1
4266070,29,2,North - 29 Dufferin towards Wilson Station,"",1,298570,shp-29-07,1
76298020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2916160,shp-29-07,1
42496010,29,3,North - 29 Dufferin towards Wilson Station,"",1,298650,shp-29-02,1
76181070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2923230,shp-29-02,1
26715020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2910100,shp-29-02,1
7944070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290550,shp-29-07,1
42340020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-02,1
86202070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2922220,shp-29-07,1
41777020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2914140,shp-29-02,1
78660010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2958100,shp-29-07,1
41561070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2921210,shp-29-07,1
92818070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2921210,shp-29-02,1
41562020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-07,1
95234020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2914140,shp-29-07,1
61508070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2992170,shp-29-02,1
95413070,29,2,North - 29 Dufferin towards Wilson Station,"",1,296110,shp-29-02,1
48917010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2913130,shp-29-02,1
94166020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298640,shp-29-02,1
6651070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290550,shp-29-07,1
94770070,29,2,North - 29 Dufferin towards Wilson Station,"",1,298640,shp-29-07,1
48820070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2920200,shp-29-07,1
94725070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2991140,shp-29-07,1
49106020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290660,shp-29-02,1
94401020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2958130,shp-29-07,1
49425070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2924240,shp-29-02,1
94472010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2921210,shp-29-07,1
49441020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290770,shp-29-02,1
94473020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298640,shp-29-07,1
49715020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290550,shp-29-02,1
93177070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2918180,shp-29-02,1
49535010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290990,shp-29-02,1
93171010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290770,shp-29-02,1
50252070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2921210,shp-29-07,1
93334010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290990,shp-29-07,1
50294070,29,2,North - 29 Dufferin towards Wilson Station,"",1,295830,shp-29-07,1
86671070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290220,shp-29-02,1
66735070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2992170,shp-29-07,1
92251020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298710,shp-29-02,1
66769070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2911110,shp-29-17,1
86499070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290990,shp-29-07,1
5818020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2910100,shp-29-02,1
97766020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2915150,shp-29-02,1
58351020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2910100,shp-29-02,1
97510020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2915150,shp-29-02,1
46552010,29,3,North - 29 Dufferin towards Wilson Station,"",1,298810,shp-29-02,1
9677010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2993110,shp-29-02,1
46498010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2961180,shp-29-02,1
96521010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2958100,shp-29-02,1
57688010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2916160,shp-29-02,1
96108020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-02,1
6032010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290770,shp-29-02,1
95834070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290220,shp-29-02,1
60855010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2920200,shp-29-07,1
95910010,29,3,North - 29 Dufferin towards Wilson Station,"",1,298810,shp-29-07,1
61048070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2915150,shp-29-02,1
95509070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2923230,shp-29-07,1
60952020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290220,shp-29-02,1
95350020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290770,shp-29-02,1
59636010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2961180,shp-29-07,1
94901010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2983232,shp-29-02,1
60168020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298710,shp-29-07,1
49039010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2915150,shp-29-07,1
48941020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290220,shp-29-07,1
48804070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-07,1
50153070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2992170,shp-29-07,1
50570070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2915150,shp-29-02,1
5064070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2911110,shp-29-02,1
51227010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2915150,shp-29-07,1
52274020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2910100,shp-29-07,1
5234070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2916160,shp-29-02,1
52306020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298710,shp-29-07,1
52200020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2958130,shp-29-07,1
43280070,29,2,North - 29 Dufferin towards Wilson Station,"",1,296110,shp-29-02,1
4313020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298710,shp-29-07,1
42728070,29,2,North - 29 Dufferin towards Wilson Station,"",1,295830,shp-29-07,1
43962070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2910100,shp-29-02,1
4849070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2916160,shp-29-07,1
45012010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2913130,shp-29-02,1
42326010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297430,shp-29-02,1
42529070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2981282,shp-29-02,1
40868010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297430,shp-29-07,1
41763020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290990,shp-29-02,1
67946070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-07,1
56675010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290770,shp-29-07,1
57247010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297660,shp-29-07,1
57158070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2924240,shp-29-07,1
57443020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-07,1
58031010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297660,shp-29-07,1
57981020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2916160,shp-29-02,1
51042020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298710,shp-29-07,1
51068070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2942262,shp-29-02,1
50995070,29,2,North - 29 Dufferin towards Wilson Station,"",1,290550,shp-29-07,1
66957020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290660,shp-29-02,1
55852070,29,2,North - 29 Dufferin towards Wilson Station,"",1,298570,shp-29-07,1
55688020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2958130,shp-29-02,1
56372020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290770,shp-29-02,1
56267010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2916160,shp-29-07,1
56081070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2982272,shp-29-07,1
58569020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290220,shp-29-02,1
58546010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2913130,shp-29-07,1
68274070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2925252,shp-29-07,1
58453010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2922222,shp-29-02,1
58463020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2983120,shp-29-07,1
61250010,29,3,North - 29 Dufferin towards Wilson Station,"",1,298650,shp-29-02,1
68746010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2922222,shp-29-02,1
6108070,29,2,North - 29 Dufferin towards Wilson Station,"",1,295830,shp-29-02,1
61030020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2910100,shp-29-07,1
61004070,29,2,North - 29 Dufferin towards Wilson Station,"",1,295830,shp-29-02,1
68825010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2983232,shp-29-02,1
60701020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2982192,shp-29-07,1
69098010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2983232,shp-29-07,1
68788010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2912120,shp-29-07,1
7031010,29,3,North - 29 Dufferin towards Wilson Station,"",1,2916160,shp-29-07,1
68898020,29,1,North - 29 Dufferin towards Wilson Station,"",1,2958130,shp-29-02,1
68835070,29,2,North - 29 Dufferin towards Wilson Station,"",1,298640,shp-29-02,1
68838010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297660,shp-29-07,1
68536070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2921210,shp-29-07,1
67919010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-07,1
68042070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2923230,shp-29-07,1
62402020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298640,shp-29-02,1
6254070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2913130,shp-29-02,1
62121020,29,1,North - 29 Dufferin towards Wilson Station,"",1,298710,shp-29-02,1
69240070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2925252,shp-29-07,1
62855010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297660,shp-29-07,1
63558010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290440,shp-29-07,1
72452070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2942262,shp-29-07,1
72124070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2923230,shp-29-02,1
73369020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290770,shp-29-02,1
70615020,29,1,North - 29 Dufferin towards Wilson Station,"",1,290990,shp-29-17,1
7064070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2910100,shp-29-02,1
70705070,29,2,North - 29 Dufferin towards Wilson Station,"",1,298570,shp-29-07,1
71094010,29,3,North - 29 Dufferin towards Wilson Station,"",1,297430,shp-29-07,1
69828010,29,3,North - 29 Dufferin towards Wilson Station,"",1,290880,shp-29-07,1
70516070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2913130,shp-29-07,1
70545070,29,2,North - 29 Dufferin towards Wilson Station,"",1,2913130,shp-29-07,1
95107010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,297660,shp-29-56,1
70962010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298650,shp-29-56,1
94656070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2911110,shp-29-56,1
70590010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2921210,shp-29-56,1
93488070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
73306010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298810,shp-29-56,1
93066070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2913130,shp-29-56,1
73036070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290550,shp-29-56,1
93101010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
62832010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298720,shp-29-56,1
95251020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298710,shp-29-56,1
62084010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
96316020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
69303070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2942262,shp-29-56,1
96555070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2991140,shp-29-56,1
608070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298570,shp-29-56,1
86302020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
58564010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2917170,shp-29-56,1
86322020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2911110,shp-29-56,1
58789020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2983120,shp-29-56,1
92659070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2992170,shp-29-56,1
58994070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290550,shp-29-56,1
8676020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
59029010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
946010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
68394070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
94177020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290550,shp-29-56,1
5578020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290220,shp-29-56,1
94071020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
5572070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
94007070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2922220,shp-29-56,1
57740070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,295830,shp-29-56,1
95173070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2998120,shp-29-56,1
58103010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2914140,shp-29-56,1
9480020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
57568010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,297660,shp-29-56,1
78557070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290220,shp-29-56,1
68130070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2921210,shp-29-56,1
78985010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
68102010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290770,shp-29-56,1
78408020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298710,shp-29-56,1
40915010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,297660,shp-29-56,1
79497070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
41243070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2992170,shp-29-56,1
85948010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
41217010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2913130,shp-29-56,1
7604010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298650,shp-29-56,1
42552010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
77416070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
44779010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2912120,shp-29-56,1
77409010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
41957010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2912120,shp-29-56,1
7698010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2924242,shp-29-56,1
45040020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2911110,shp-29-56,1
27575020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290220,shp-29-56,1
43956020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2983120,shp-29-56,1
27757020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290550,shp-29-56,1
48363070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
27424070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2921210,shp-29-56,1
42712010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
27084020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
52321010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2917170,shp-29-56,1
36523070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2921210,shp-29-56,1
51996020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2911110,shp-29-56,1
29955070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2910100,shp-29-56,1
51584070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2920200,shp-29-56,1
30110070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2913130,shp-29-56,1
51812070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2923230,shp-29-56,1
30088020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298640,shp-29-56,1
50587070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2992170,shp-29-56,1
30178010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2993110,shp-29-56,1
50696070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2924240,shp-29-56,1
29804020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2958130,shp-29-56,1
46138020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2983120,shp-29-56,1
30664010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298810,shp-29-56,1
50342070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2910100,shp-29-56,1
4350070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2981282,shp-29-56,1
49811070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2924240,shp-29-56,1
30582070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2942262,shp-29-56,1
48991070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290660,shp-29-56,1
30413010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2913130,shp-29-56,1
59600010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
44355070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
60397010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2912120,shp-29-56,1
44205010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2993110,shp-29-56,1
60580020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
39663070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290550,shp-29-56,1
46572070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2913130,shp-29-56,1
37706070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
58153010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2958100,shp-29-56,1
38165010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2958100,shp-29-56,1
58683070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2924240,shp-29-56,1
12118070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2910100,shp-29-56,1
49480020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
12898020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2958130,shp-29-56,1
6653020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298710,shp-29-56,1
11428020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290330,shp-29-56,1
66565010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298650,shp-29-56,1
11046070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2998120,shp-29-56,1
66443070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,296110,shp-29-56,1
10842020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290330,shp-29-56,1
48986010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298650,shp-29-56,1
10633020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290220,shp-29-56,1
47961010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2924242,shp-29-56,1
100920070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
48026020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2958130,shp-29-56,1
10082070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2942262,shp-29-56,1
48645020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290660,shp-29-56,1
100789070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2918180,shp-29-56,1
66288010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2982252,shp-29-56,1
100737070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298640,shp-29-56,1
41601020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2914140,shp-29-56,1
14015070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2913130,shp-29-56,1
40983010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2920200,shp-29-56,1
13645070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2922220,shp-29-56,1
41250070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,296110,shp-29-56,1
13417010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,297660,shp-29-56,1
43107010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
12502020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290220,shp-29-56,1
33973010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
12313010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2914140,shp-29-56,1
33664070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,295830,shp-29-56,1
20347020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290550,shp-29-56,1
33568070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2993190,shp-29-56,1
21461070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2915150,shp-29-56,1
34634020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298640,shp-29-56,1
2163020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290660,shp-29-56,1
3441070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290550,shp-29-56,1
19806070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,295830,shp-29-56,1
34436020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
22283010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2917170,shp-29-56,1
3328070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2925252,shp-29-56,1
22855070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290880,shp-29-56,1
3995010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
27311020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2911110,shp-29-56,1
25662070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298570,shp-29-56,1
2712010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2921210,shp-29-56,1
32534010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298720,shp-29-56,1
23120010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,290990,shp-29-56,1
32088020,29,1,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2916160,shp-29-56,1
27825070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2998120,shp-29-56,1
25073070,29,2,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2913130,shp-29-56,1
2881010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,2919190,shp-29-56,1
34490010,29,3,South - 29A Dufferin towards Exhibition (Dufferin Gate),"A",0,298810,shp-29-56,1
